transport_type,daily_distance_km,travel_days_per_week,electricity_kwh_month,diet_type,food_waste_frequency,waste_kg_week,recycling_frequency,flights_per_year,total_carbon_tonnes
Car,75.1,6,303.0,Non-Vegetarian,Rarely,16.7,Often,0,8.2956
Car,76.4,7,457.0,Mixed,Often,16.8,Sometimes,6+,10.6114
Bus,6.8,6,140.0,Vegetarian,Sometimes,7.2,Sometimes,0,1.9812
Electric Vehicle,41.2,5,264.0,Mixed,Rarely,19.0,Sometimes,1-2,3.7167
Bicycle,1.3,6,108.0,Mixed,Sometimes,1.5,Often,1-2,2.3096
Electric Vehicle,76.2,7,228.0,Non-Vegetarian,Often,15.7,Sometimes,0,5.3344
Train,35.5,7,503.0,Vegetarian,Often,18.4,Sometimes,0,4.7679
Car,67.5,5,370.0,Non-Vegetarian,Rarely,16.9,Sometimes,0,7.1545
Car,29.6,3,169.0,Vegetarian,Sometimes,5.1,Sometimes,3-5,3.7755
Electric Vehicle,12.3,6,296.0,Non-Vegetarian,Rarely,12.8,Often,0,3.7995
Car,62.7,3,69.0,Non-Vegetarian,Sometimes,12.7,Often,0,3.8559
Train,20.5,3,383.0,Mixed,Often,1.1,Sometimes,0,3.6299
Walking,3.5,3,564.0,Non-Vegetarian,Often,15.7,Sometimes,6+,7.5177
Electric Vehicle,48.8,6,486.0,Non-Vegetarian,Sometimes,6.7,Never,1-2,5.5657
Bicycle,5.5,6,398.0,Mixed,Sometimes,7.9,Often,3-5,4.592
Electric Vehicle,26.6,7,121.0,Mixed,Often,19.4,Often,1-2,3.2214
Electric Vehicle,71.2,3,136.0,Non-Vegetarian,Sometimes,12.1,Often,0,3.2969
Car,53.2,3,490.0,Mixed,Rarely,1.1,Sometimes,0,5.6902
Bus,9.7,3,206.0,Non-Vegetarian,Sometimes,12.7,Sometimes,1-2,3.7574
Bicycle,1.6,7,595.0,Non-Vegetarian,Sometimes,13.1,Sometimes,6+,7.2168
Car,32.5,7,592.0,Mixed,Often,6.5,Often,0,7.1278
Car,66.0,7,494.0,Vegetarian,Rarely,16.9,Never,1-2,9.3925
Train,26.1,3,257.0,Vegan,Rarely,5.7,Sometimes,0,2.1463
Bicycle,4.0,2,343.0,Mixed,Sometimes,14.4,Often,0,3.5097
Bus,12.6,5,359.0,Non-Vegetarian,Rarely,3.9,Sometimes,0,4.1372
Car,11.8,6,260.0,Non-Vegetarian,Sometimes,2.9,Never,3-5,4.5958
Train,9.5,6,428.0,Vegetarian,Often,14.8,Often,1-2,3.5594
Electric Vehicle,76.8,3,229.0,Vegetarian,Sometimes,11.8,Often,3-5,4.0871
Bicycle,6.5,7,520.0,Vegetarian,Sometimes,11.5,Never,3-5,4.4981
Car,32.3,4,484.0,Mixed,Sometimes,7.1,Often,0,5.7555
Bus,30.5,6,170.0,Mixed,Sometimes,18.9,Sometimes,0,3.7592
Car,65.8,6,386.0,Mixed,Rarely,9.5,Often,3-5,7.9414
Car,10.2,3,232.0,Non-Vegetarian,Sometimes,15.4,Often,3-5,4.3297
Car,58.1,5,126.0,Mixed,Often,10.9,Never,0,5.1312
Car,32.3,3,351.0,Vegetarian,Often,6.0,Sometimes,1-2,3.8885
Electric Vehicle,71.4,7,327.0,Mixed,Sometimes,14.0,Often,3-5,5.7667
Motorcycle,22.8,7,267.0,Vegetarian,Often,15.3,Often,3-5,4.2584
Car,25.9,5,180.0,Non-Vegetarian,Rarely,11.9,Often,0,3.8246
Electric Vehicle,76.6,7,544.0,Mixed,Rarely,3.8,Sometimes,3-5,6.6477
Bicycle,4.9,4,415.0,Vegetarian,Rarely,6.3,Often,1-2,3.8134
Electric Vehicle,48.2,6,95.0,Non-Vegetarian,Sometimes,12.6,Never,0,3.4754
Train,30.1,3,164.0,Vegetarian,Sometimes,14.3,Sometimes,1-2,2.5056
Train,30.6,3,114.0,Non-Vegetarian,Rarely,18.4,Never,1-2,3.0322
Car,15.2,5,414.0,Mixed,Often,18.7,Never,1-2,5.4053
Bus,19.0,5,165.0,Vegan,Rarely,13.4,Often,0,2.1048
Bus,8.5,5,147.0,Vegetarian,Rarely,11.6,Sometimes,1-2,2.543
Bus,15.1,4,133.0,Non-Vegetarian,Rarely,17.0,Sometimes,3-5,3.5027
Motorcycle,77.6,6,512.0,Vegetarian,Sometimes,13.4,Often,0,6.5027
Car,57.1,6,503.0,Mixed,Sometimes,9.6,Never,0,7.3797
Electric Vehicle,46.2,7,252.0,Non-Vegetarian,Often,5.0,Never,6+,6.928
Car,79.3,3,282.0,Non-Vegetarian,Rarely,5.4,Sometimes,0,5.3026
Train,5.3,3,287.0,Mixed,Rarely,5.3,Never,0,2.7848
Car,24.6,4,505.0,Non-Vegetarian,Sometimes,5.2,Often,0,5.1385
Car,14.4,7,250.0,Mixed,Often,11.7,Often,1-2,4.0514
Train,16.7,7,422.0,Mixed,Sometimes,9.1,Never,0,4.3243
Bus,6.9,5,304.0,Vegan,Rarely,2.1,Never,3-5,3.3309
Walking,6.0,5,355.0,Vegetarian,Sometimes,15.5,Never,0,3.4054
Bus,23.1,7,104.0,Mixed,Sometimes,3.0,Sometimes,3-5,3.6422
Car,11.3,7,73.0,Non-Vegetarian,Sometimes,9.8,Sometimes,0,3.1861
Car,70.3,5,583.0,Mixed,Sometimes,4.8,Sometimes,0,8.2515
Bus,15.9,7,422.0,Non-Vegetarian,Sometimes,12.3,Sometimes,0,4.95
Bus,15.3,4,384.0,Vegetarian,Often,18.8,Often,3-5,4.7603
Car,31.5,3,339.0,Mixed,Sometimes,10.0,Never,6+,6.2154
Motorcycle,36.9,5,581.0,Non-Vegetarian,Rarely,2.3,Never,1-2,5.8871
Electric Vehicle,7.8,5,372.0,Non-Vegetarian,Often,2.3,Often,3-5,5.0733
Electric Vehicle,52.3,5,366.0,Non-Vegetarian,Sometimes,14.4,Sometimes,0,4.7763
Car,49.2,7,502.0,Mixed,Sometimes,12.5,Often,1-2,8.561
Train,10.4,7,291.0,Vegetarian,Sometimes,12.5,Often,0,3.1519
Car,41.4,3,317.0,Non-Vegetarian,Sometimes,16.8,Often,1-2,4.8601
Car,56.7,7,418.0,Non-Vegetarian,Sometimes,18.3,Often,1-2,9.203
Electric Vehicle,17.4,6,516.0,Mixed,Rarely,5.1,Never,1-2,4.8162
Electric Vehicle,68.3,3,99.0,Vegetarian,Rarely,13.6,Never,3-5,2.9954
Electric Vehicle,75.2,3,179.0,Non-Vegetarian,Often,11.9,Sometimes,3-5,4.5891
Walking,3.9,3,544.0,Vegetarian,Sometimes,1.4,Often,1-2,4.1185
Train,4.1,3,584.0,Mixed,Often,6.8,Never,3-5,5.7116
Bus,35.6,5,337.0,Mixed,Sometimes,19.7,Often,0,4.6229
Car,6.9,7,76.0,Non-Vegetarian,Sometimes,2.8,Often,3-5,3.3147
Motorcycle,11.4,7,272.0,Mixed,Sometimes,18.7,Sometimes,1-2,3.998
Car,55.3,7,547.0,Vegetarian,Sometimes,8.4,Often,1-2,7.9434
Electric Vehicle,54.8,3,197.0,Non-Vegetarian,Sometimes,3.2,Often,0,3.2468
Motorcycle,42.1,7,403.0,Vegetarian,Sometimes,18.0,Often,1-2,5.3484
Car,33.3,3,478.0,Non-Vegetarian,Often,16.3,Often,0,5.9497
Train,18.6,5,509.0,Non-Vegetarian,Sometimes,14.7,Often,1-2,5.2881
Car,43.4,4,86.0,Vegan,Sometimes,2.9,Never,6+,4.644
Electric Vehicle,35.5,7,351.0,Vegan,Often,19.2,Often,0,3.8985
Motorcycle,57.3,4,388.0,Mixed,Rarely,5.9,Sometimes,6+,6.8502
Bus,18.7,7,508.0,Vegetarian,Rarely,20.0,Never,3-5,5.3301
Electric Vehicle,23.6,7,402.0,Vegetarian,Often,4.9,Sometimes,0,3.724
Car,19.0,4,74.0,Non-Vegetarian,Sometimes,2.8,Sometimes,3-5,3.7146
Car,17.4,5,463.0,Non-Vegetarian,Sometimes,12.7,Sometimes,1-2,6.0133
Car,64.1,6,271.0,Vegetarian,Often,10.2,Often,3-5,6.9408
Walking,1.5,4,377.0,Non-Vegetarian,Sometimes,1.8,Sometimes,6+,6.1817
Electric Vehicle,15.9,5,94.0,Non-Vegetarian,Sometimes,19.9,Often,3-5,3.4667
Train,37.0,6,571.0,Non-Vegetarian,Sometimes,11.2,Often,0,5.7773
Train,19.3,7,260.0,Non-Vegetarian,Often,2.7,Sometimes,0,3.7908
Car,54.5,3,118.0,Vegetarian,Sometimes,4.4,Often,3-5,4.163
Electric Vehicle,71.7,3,243.0,Vegetarian,Rarely,14.0,Never,3-5,3.897
Bus,31.5,6,164.0,Non-Vegetarian,Sometimes,14.5,Never,1-2,4.2024
Car,41.4,3,64.0,Non-Vegetarian,Sometimes,16.3,Sometimes,6+,5.8935
Car,8.5,6,599.0,Non-Vegetarian,Sometimes,18.2,Often,1-2,5.8248
Car,37.7,4,58.0,Mixed,Sometimes,9.0,Sometimes,3-5,4.149
Car,71.9,7,298.0,Mixed,Often,19.3,Never,1-2,8.6664
Car,63.7,5,489.0,Mixed,Often,17.2,Never,1-2,7.9515
Bicycle,0.9,5,398.0,Non-Vegetarian,Sometimes,18.6,Never,6+,5.8858
Car,16.4,4,580.0,Mixed,Sometimes,17.7,Often,1-2,5.9959
Motorcycle,62.3,7,87.0,Vegan,Rarely,6.3,Often,0,3.9848
Electric Vehicle,23.8,7,402.0,Mixed,Rarely,18.2,Sometimes,0,4.0532
Train,39.3,6,441.0,Mixed,Rarely,17.6,Never,1-2,5.0644
Walking,0.6,4,295.0,Mixed,Sometimes,6.0,Never,3-5,3.8121
Car,59.8,4,79.0,Non-Vegetarian,Sometimes,15.4,Sometimes,0,4.6563
Motorcycle,61.4,3,304.0,Non-Vegetarian,Often,4.2,Often,6+,7.2895
Car,14.6,7,432.0,Non-Vegetarian,Sometimes,5.8,Often,6+,7.2476
Electric Vehicle,24.1,5,207.0,Non-Vegetarian,Sometimes,17.5,Often,0,3.4827
Car,19.5,6,207.0,Non-Vegetarian,Often,14.9,Sometimes,6+,6.5794
Bus,36.3,6,470.0,Non-Vegetarian,Sometimes,13.2,Often,1-2,5.06
Car,70.1,7,346.0,Non-Vegetarian,Often,18.1,Sometimes,0,8.4618
Car,63.8,4,505.0,Non-Vegetarian,Sometimes,4.7,Sometimes,6+,8.9975
Electric Vehicle,29.4,7,327.0,Vegetarian,Sometimes,5.4,Often,3-5,4.5602
Electric Vehicle,64.1,3,333.0,Mixed,Sometimes,10.0,Sometimes,6+,5.9665
Electric Vehicle,30.9,4,203.0,Non-Vegetarian,Sometimes,7.8,Sometimes,0,3.046
Electric Vehicle,56.6,6,382.0,Non-Vegetarian,Sometimes,11.5,Never,1-2,5.264
Bicycle,6.5,7,226.0,Non-Vegetarian,Rarely,11.2,Often,1-2,3.2069
Motorcycle,51.7,7,284.0,Non-Vegetarian,Sometimes,3.9,Often,1-2,6.1033
Car,79.5,5,315.0,Mixed,Often,3.0,Often,1-2,7.6065
Electric Vehicle,69.6,7,347.0,Mixed,Sometimes,4.3,Never,0,4.9045
Bus,11.4,6,140.0,Non-Vegetarian,Sometimes,3.0,Often,6+,4.7273
Motorcycle,66.3,7,166.0,Vegetarian,Often,18.6,Often,1-2,4.9849
Car,15.9,3,499.0,Vegan,Sometimes,17.9,Never,1-2,4.4494
Car,73.3,7,513.0,Non-Vegetarian,Often,18.5,Often,3-5,11.4656
Car,46.1,5,154.0,Non-Vegetarian,Rarely,2.2,Often,3-5,5.4288
Car,75.8,7,331.0,Vegan,Sometimes,9.0,Often,3-5,9.0191
Train,10.2,5,275.0,Mixed,Sometimes,13.8,Never,0,3.2631
Bus,30.8,4,52.0,Mixed,Sometimes,7.3,Often,0,1.9412
Electric Vehicle,29.9,3,290.0,Mixed,Sometimes,9.0,Never,0,3.2043
Car,11.5,3,437.0,Mixed,Often,19.7,Never,1-2,4.6988
Car,34.9,7,198.0,Non-Vegetarian,Rarely,12.7,Sometimes,1-2,5.6948
Car,46.5,6,344.0,Non-Vegetarian,Sometimes,4.0,Often,3-5,7.6038
Bus,23.0,7,355.0,Mixed,Sometimes,10.0,Often,1-2,4.2052
Motorcycle,32.8,7,286.0,Non-Vegetarian,Often,11.8,Often,0,5.2056
Train,7.7,3,123.0,Mixed,Often,7.8,Often,1-2,2.4332
Car,6.1,3,354.0,Vegan,Often,18.0,Sometimes,0,3.1275
Car,39.6,5,331.0,Mixed,Rarely,10.2,Sometimes,0,5.2285
Motorcycle,18.9,3,103.0,Non-Vegetarian,Often,11.5,Sometimes,1-2,3.2357
Train,37.8,6,196.0,Vegetarian,Sometimes,10.1,Sometimes,0,2.8213
Electric Vehicle,71.3,5,197.0,Vegetarian,Often,7.6,Sometimes,1-2,3.6761
Electric Vehicle,28.9,7,120.0,Mixed,Rarely,17.0,Sometimes,3-5,3.4848
Bicycle,1.0,5,171.0,Mixed,Sometimes,6.2,Never,0,2.4134
Electric Vehicle,25.9,6,596.0,Non-Vegetarian,Often,12.6,Often,3-5,6.7573
Bus,27.1,7,151.0,Non-Vegetarian,Sometimes,5.6,Never,1-2,3.9798
Motorcycle,75.0,5,53.0,Vegetarian,Often,18.9,Often,3-5,4.6874
Motorcycle,5.1,4,514.0,Mixed,Rarely,16.5,Never,0,4.6905
Car,71.0,5,175.0,Mixed,Often,2.0,Sometimes,0,6.256
Bus,14.6,3,53.0,Non-Vegetarian,Often,16.8,Often,3-5,3.5453
Bus,14.6,5,435.0,Non-Vegetarian,Sometimes,16.2,Sometimes,1-2,4.9471
Electric Vehicle,30.8,7,191.0,Mixed,Often,8.9,Often,6+,5.2954
Walking,4.4,3,588.0,Non-Vegetarian,Sometimes,11.2,Sometimes,3-5,6.0319
Car,16.5,7,415.0,Non-Vegetarian,Sometimes,2.3,Often,0,5.1788
Electric Vehicle,64.3,5,291.0,Non-Vegetarian,Often,5.6,Often,0,4.4242
Car,45.9,3,460.0,Non-Vegetarian,Sometimes,5.2,Often,0,5.7094
Car,45.6,4,351.0,Mixed,Sometimes,5.3,Often,3-5,5.5464
Motorcycle,15.3,3,232.0,Vegetarian,Often,18.6,Often,0,2.7063
Bus,15.4,3,250.0,Non-Vegetarian,Sometimes,4.5,Often,1-2,3.5068
Walking,1.3,5,396.0,Non-Vegetarian,Rarely,19.8,Never,0,4.2528
Electric Vehicle,79.8,6,478.0,Mixed,Rarely,19.7,Never,0,5.5358
Bicycle,0.9,7,147.0,Non-Vegetarian,Sometimes,12.8,Often,0,3.0146
Electric Vehicle,25.1,3,425.0,Mixed,Often,13.7,Never,6+,6.6992
Motorcycle,77.1,3,137.0,Non-Vegetarian,Often,18.5,Never,0,4.1728
Car,59.0,4,549.0,Non-Vegetarian,Often,14.0,Sometimes,1-2,8.3319
Bus,4.6,6,105.0,Non-Vegetarian,Rarely,3.5,Sometimes,0,2.2685
Motorcycle,60.7,5,404.0,Mixed,Sometimes,16.8,Never,6+,7.6844
Car,27.8,3,162.0,Mixed,Rarely,6.3,Never,0,3.3158
Car,8.4,7,434.0,Mixed,Rarely,11.3,Often,6+,7.3129
Car,51.2,4,578.0,Non-Vegetarian,Often,5.6,Sometimes,1-2,7.4121
Car,32.1,3,68.0,Non-Vegetarian,Sometimes,18.9,Never,0,3.1586
Electric Vehicle,46.1,3,351.0,Mixed,Sometimes,1.8,Often,0,3.5135
Bus,12.9,4,444.0,Mixed,Sometimes,11.8,Sometimes,1-2,4.7869
Car,5.2,6,302.0,Mixed,Often,7.3,Never,0,3.7407
Car,5.8,6,167.0,Non-Vegetarian,Sometimes,18.1,Never,0,3.3623
Car,19.0,7,436.0,Vegetarian,Often,6.8,Often,0,4.9447
Bicycle,0.7,2,404.0,Mixed,Often,1.9,Sometimes,1-2,4.4054
Motorcycle,24.0,3,133.0,Mixed,Rarely,8.5,Sometimes,0,2.4761
Electric Vehicle,26.1,5,577.0,Mixed,Sometimes,15.3,Often,1-2,5.6912
Electric Vehicle,69.6,3,144.0,Mixed,Often,6.9,Sometimes,0,3.0717
Electric Vehicle,36.4,4,489.0,Mixed,Rarely,8.0,Sometimes,0,4.2699
Car,49.7,3,549.0,Vegetarian,Often,17.0,Sometimes,3-5,6.869
Car,19.2,4,104.0,Mixed,Sometimes,4.2,Sometimes,6+,4.8056
Electric Vehicle,59.2,5,361.0,Non-Vegetarian,Often,10.6,Sometimes,0,4.8168
Bus,6.0,7,534.0,Non-Vegetarian,Sometimes,19.5,Never,1-2,5.459
Bicycle,6.1,4,554.0,Non-Vegetarian,Often,14.3,Often,0,5.6034
Electric Vehicle,50.6,4,330.0,Non-Vegetarian,Often,16.3,Sometimes,6+,6.7546
Car,43.5,4,447.0,Non-Vegetarian,Rarely,4.4,Sometimes,0,5.9916
Car,74.5,4,124.0,Mixed,Rarely,2.7,Sometimes,6+,6.5897
Electric Vehicle,69.5,3,86.0,Mixed,Often,12.0,Often,3-5,3.2943
Train,30.2,3,120.0,Non-Vegetarian,Often,6.3,Often,0,3.0179
Bus,16.3,4,432.0,Vegetarian,Sometimes,4.7,Often,3-5,4.4071
Bus,18.5,3,274.0,Non-Vegetarian,Rarely,19.7,Never,3-5,4.1857
Bus,20.0,6,547.0,Vegetarian,Sometimes,3.5,Never,0,4.4049
Car,49.9,6,425.0,Mixed,Often,2.4,Sometimes,3-5,8.673
Train,38.4,4,116.0,Mixed,Sometimes,17.0,Often,3-5,3.31
Car,34.0,4,133.0,Vegetarian,Often,18.8,Sometimes,0,3.7332
Electric Vehicle,77.7,6,513.0,Mixed,Sometimes,15.3,Often,0,5.808
Bicycle,7.5,2,364.0,Mixed,Sometimes,2.1,Sometimes,3-5,4.2022
Car,77.4,6,589.0,Non-Vegetarian,Sometimes,4.6,Sometimes,1-2,9.6187
Car,53.5,6,142.0,Vegetarian,Often,8.3,Sometimes,3-5,6.6774
Car,63.9,4,556.0,Mixed,Often,11.5,Sometimes,1-2,8.2938
Car,43.6,7,400.0,Mixed,Sometimes,10.4,Often,6+,8.2311
Electric Vehicle,16.1,4,448.0,Mixed,Sometimes,13.5,Sometimes,0,4.0568
Car,47.0,4,538.0,Mixed,Often,6.4,Sometimes,6+,9.1185
Motorcycle,22.7,4,193.0,Non-Vegetarian,Often,16.4,Sometimes,0,3.8032
Electric Vehicle,68.6,7,325.0,Vegan,Often,6.1,Often,3-5,4.4461
Train,21.5,6,271.0,Mixed,Sometimes,19.8,Often,6+,5.5964
Electric Vehicle,30.2,4,248.0,Non-Vegetarian,Sometimes,10.0,Often,0,3.7947
Bus,38.6,3,287.0,Mixed,Rarely,4.4,Sometimes,0,3.3779
Bicycle,0.6,4,559.0,Mixed,Often,6.8,Never,0,4.9448
Car,75.5,7,260.0,Non-Vegetarian,Sometimes,3.1,Often,0,7.9279
Electric Vehicle,25.7,4,252.0,Mixed,Often,6.0,Sometimes,6+,5.1863
Electric Vehicle,53.8,7,157.0,Mixed,Rarely,8.9,Never,3-5,4.7779
Electric Vehicle,21.0,3,299.0,Non-Vegetarian,Sometimes,9.7,Never,6+,5.8893
Train,30.0,6,567.0,Mixed,Often,3.7,Never,0,5.1791
Bus,6.4,7,204.0,Vegetarian,Sometimes,19.4,Sometimes,3-5,3.0782
Walking,2.4,7,408.0,Non-Vegetarian,Rarely,10.4,Often,0,4.1682
Train,33.2,3,430.0,Non-Vegetarian,Sometimes,15.1,Never,6+,6.5508
Motorcycle,56.1,6,154.0,Non-Vegetarian,Rarely,18.3,Often,0,4.6521
Walking,5.8,3,498.0,Mixed,Rarely,18.6,Sometimes,1-2,4.5828
Car,16.4,4,451.0,Vegetarian,Rarely,9.8,Often,0,4.1098
Motorcycle,50.3,4,582.0,Non-Vegetarian,Rarely,18.5,Often,1-2,6.4235
Electric Vehicle,73.1,4,117.0,Non-Vegetarian,Sometimes,14.5,Sometimes,0,3.4026
Electric Vehicle,7.0,4,367.0,Non-Vegetarian,Sometimes,5.7,Never,0,3.7355
Electric Vehicle,56.2,4,132.0,Vegetarian,Sometimes,16.5,Sometimes,1-2,2.667
Electric Vehicle,50.3,4,51.0,Non-Vegetarian,Sometimes,14.2,Often,3-5,3.5045
Car,37.0,7,243.0,Vegan,Sometimes,18.2,Sometimes,1-2,4.9946
Bus,17.4,6,483.0,Vegetarian,Sometimes,4.0,Often,0,4.4319
Car,12.5,7,172.0,Mixed,Sometimes,13.0,Never,0,3.61
Electric Vehicle,55.0,6,558.0,Mixed,Sometimes,5.9,Sometimes,0,5.304
Car,78.5,4,590.0,Mixed,Rarely,4.1,Often,0,7.8276
Car,50.6,5,598.0,Non-Vegetarian,Often,17.3,Sometimes,3-5,8.7112
Electric Vehicle,18.4,5,273.0,Non-Vegetarian,Often,12.7,Often,0,3.752
Train,36.3,4,508.0,Non-Vegetarian,Sometimes,17.4,Sometimes,3-5,6.0247
Motorcycle,64.5,5,107.0,Non-Vegetarian,Sometimes,7.0,Often,6+,6.3661
Walking,5.4,4,132.0,Mixed,Rarely,15.7,Never,1-2,2.4747
Motorcycle,47.8,6,411.0,Non-Vegetarian,Sometimes,6.3,Sometimes,0,5.8376
Car,10.5,4,565.0,Non-Vegetarian,Sometimes,9.1,Often,0,4.8994
Car,37.1,3,363.0,Non-Vegetarian,Sometimes,8.1,Often,1-2,4.9988
Bus,21.4,4,83.0,Mixed,Often,1.3,Never,6+,4.4555
Electric Vehicle,42.2,4,451.0,Vegetarian,Sometimes,18.9,Sometimes,3-5,4.9704
Motorcycle,76.0,6,305.0,Non-Vegetarian,Sometimes,1.7,Often,1-2,6.691
Electric Vehicle,22.3,7,592.0,Vegetarian,Sometimes,8.4,Often,1-2,5.1838
Car,48.3,7,344.0,Non-Vegetarian,Sometimes,7.7,Often,6+,9.7832
Electric Vehicle,57.4,5,162.0,Non-Vegetarian,Sometimes,8.3,Sometimes,0,3.4773
Bus,29.8,7,400.0,Vegetarian,Rarely,1.9,Never,0,4.3896
Bus,17.0,5,360.0,Non-Vegetarian,Often,10.1,Often,0,4.316
Motorcycle,47.1,6,218.0,Non-Vegetarian,Often,10.4,Sometimes,1-2,5.1751
Electric Vehicle,36.5,4,262.0,Non-Vegetarian,Sometimes,1.6,Often,0,3.6646
Motorcycle,31.5,4,309.0,Vegan,Sometimes,19.5,Sometimes,1-2,3.9278
Car,52.6,5,126.0,Non-Vegetarian,Sometimes,4.9,Often,1-2,5.2909
Bicycle,1.8,4,111.0,Non-Vegetarian,Sometimes,13.8,Sometimes,0,2.7013
Car,44.3,7,512.0,Mixed,Sometimes,7.6,Sometimes,1-2,7.8709
Car,77.9,5,531.0,Mixed,Sometimes,5.2,Often,3-5,9.133
Car,47.7,7,374.0,Mixed,Sometimes,14.4,Often,0,6.6661
Bus,11.4,5,532.0,Non-Vegetarian,Sometimes,13.8,Often,1-2,5.5011
Car,36.5,7,448.0,Mixed,Sometimes,11.9,Often,1-2,6.8938
Electric Vehicle,48.7,5,105.0,Vegetarian,Often,20.0,Often,1-2,2.9414
Electric Vehicle,62.1,6,230.0,Mixed,Sometimes,4.7,Often,3-5,4.5005
Motorcycle,40.4,7,123.0,Mixed,Rarely,1.2,Sometimes,1-2,3.9142
Car,59.3,4,362.0,Mixed,Rarely,15.0,Sometimes,0,5.6585
Car,60.0,6,233.0,Non-Vegetarian,Sometimes,14.4,Sometimes,0,6.6321
Bus,3.1,6,584.0,Vegetarian,Sometimes,5.1,Never,3-5,5.5392
Bus,10.0,5,268.0,Non-Vegetarian,Rarely,18.8,Sometimes,0,3.7849
Car,35.6,4,68.0,Non-Vegetarian,Sometimes,6.6,Sometimes,0,4.005
Car,27.6,6,443.0,Non-Vegetarian,Sometimes,13.8,Often,3-5,6.7293
Bus,36.4,5,441.0,Mixed,Sometimes,6.3,Often,6+,6.7933
Car,65.4,3,406.0,Mixed,Sometimes,6.4,Sometimes,0,5.887
Car,16.6,7,487.0,Mixed,Often,4.1,Often,1-2,5.8456
Car,34.3,4,297.0,Non-Vegetarian,Often,18.5,Never,0,5.4239
Walking,0.6,2,124.0,Non-Vegetarian,Often,5.1,Often,0,2.8028
Car,24.0,6,293.0,Mixed,Rarely,18.1,Often,0,4.6103
Motorcycle,63.2,7,385.0,Mixed,Sometimes,18.1,Never,0,6.2421
Motorcycle,9.2,4,551.0,Mixed,Sometimes,5.9,Sometimes,0,4.8505
Electric Vehicle,14.9,4,347.0,Non-Vegetarian,Often,16.2,Often,3-5,5.5424
Electric Vehicle,6.2,6,445.0,Mixed,Sometimes,3.5,Never,0,3.6458
Motorcycle,67.3,7,304.0,Mixed,Rarely,18.4,Often,1-2,6.3955
Car,24.5,3,392.0,Mixed,Often,4.5,Sometimes,0,4.5102
Electric Vehicle,38.1,6,396.0,Non-Vegetarian,Often,2.2,Never,1-2,5.0897
Walking,4.9,7,239.0,Non-Vegetarian,Sometimes,14.5,Often,3-5,4.0914
Car,19.1,7,473.0,Vegetarian,Rarely,3.5,Never,0,5.0806
Bus,38.7,3,180.0,Non-Vegetarian,Sometimes,8.9,Often,1-2,3.49
Electric Vehicle,39.1,3,525.0,Non-Vegetarian,Sometimes,16.2,Often,1-2,4.972
Motorcycle,49.1,7,389.0,Non-Vegetarian,Rarely,7.0,Often,3-5,6.4046
Car,41.9,6,462.0,Non-Vegetarian,Sometimes,4.5,Never,3-5,7.7194
Car,13.5,4,257.0,Non-Vegetarian,Often,12.2,Often,3-5,5.0104
Bicycle,5.7,3,161.0,Non-Vegetarian,Sometimes,17.7,Often,0,2.9356
Electric Vehicle,42.4,7,369.0,Non-Vegetarian,Sometimes,1.4,Never,3-5,5.209
Bus,15.9,7,471.0,Non-Vegetarian,Often,9.5,Sometimes,3-5,6.0226
Car,37.0,4,138.0,Mixed,Sometimes,8.9,Sometimes,1-2,3.8131
Car,73.4,7,134.0,Non-Vegetarian,Often,7.6,Never,3-5,8.8861
Car,54.1,7,449.0,Vegetarian,Sometimes,3.2,Sometimes,3-5,8.426
Car,49.4,5,467.0,Mixed,Sometimes,9.3,Sometimes,3-5,7.1959
Car,35.6,7,447.0,Non-Vegetarian,Often,1.8,Sometimes,0,7.0863
Train,23.4,3,157.0,Mixed,Sometimes,11.2,Often,0,2.6164
Bus,34.5,4,437.0,Vegetarian,Often,2.6,Often,0,4.4792
Motorcycle,27.2,3,441.0,Non-Vegetarian,Often,11.3,Sometimes,6+,6.6965
Car,5.6,7,110.0,Non-Vegetarian,Sometimes,2.1,Sometimes,0,2.9348
Car,64.6,4,364.0,Non-Vegetarian,Often,9.4,Sometimes,0,7.3653
Car,29.5,6,401.0,Non-Vegetarian,Often,15.2,Often,0,6.1385
Car,18.5,7,128.0,Mixed,Often,4.4,Never,0,3.7353
Bicycle,0.8,3,386.0,Non-Vegetarian,Often,3.1,Often,6+,6.6335
Electric Vehicle,69.9,3,309.0,Non-Vegetarian,Rarely,15.4,Sometimes,1-2,4.2769
Train,24.3,7,103.0,Vegetarian,Sometimes,3.1,Sometimes,0,1.926
Car,56.6,4,438.0,Vegetarian,Sometimes,4.7,Never,0,5.5654
Bus,10.0,3,52.0,Non-Vegetarian,Sometimes,4.4,Sometimes,1-2,2.502
Electric Vehicle,46.5,4,559.0,Mixed,Sometimes,13.5,Sometimes,1-2,5.9438
Car,34.9,6,140.0,Non-Vegetarian,Sometimes,5.6,Sometimes,3-5,5.633
Electric Vehicle,50.7,6,420.0,Mixed,Sometimes,16.5,Sometimes,3-5,5.5956
Bus,26.5,7,552.0,Mixed,Often,4.4,Sometimes,0,5.0254
Car,78.0,4,135.0,Non-Vegetarian,Rarely,18.1,Often,0,5.4143
Train,34.4,4,242.0,Vegetarian,Sometimes,14.8,Never,1-2,3.0948
Electric Vehicle,6.5,6,321.0,Vegetarian,Rarely,15.4,Often,3-5,3.3939
Car,52.6,7,337.0,Mixed,Often,5.7,Never,0,6.5885
Car,73.9,3,244.0,Non-Vegetarian,Sometimes,11.1,Sometimes,1-2,5.3218
